,text,entities
269,400th family: Queen absent disorganized workers scarce drones few eggs laid and seven honey frames poorly stocked.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [62, 75, 'EGGCOUNT'], [80, 98, 'HONEYFRAMES'], [99, 113, 'HEALTHSTATUS']]"
270,402nd family: Queen not detected workers disoriented low drone count minimal egg laying and three honey frames underutilized.,"[[14, 19, 'QUEEN'], [33, 40, 'WORKER'], [53, 56, 'HEALTHSTATUS'], [57, 62, 'DRONE'], [77, 91, 'EGGCOUNT'], [92, 110, 'HONEYFRAMES'], [111, 124, 'HEALTHSTATUS']]"
271,"411th family: queen presence not strong, worker population stable but not thriving, honey production meeting minimal expectations, with reduced egg lay and some honey frames capped.","[[14, 19, 'QUEEN'], [33, 39, 'HEALTHSTATUS'], [41, 47, 'WORKER'], [70, 82, 'HEALTHSTATUS'], [84, 89, 'BEEPRODUCT'], [101, 129, 'HONEYFRAMES'], [136, 147, 'EGGCOUNT'], [161, 180, 'HONEYFRAMES']]"
272,"412th family: queen presence not strong, workers managing despite challenges, adequate nectar and pollen collection, with few eggs present and honey frames slowly filling.","[[14, 19, 'QUEEN'], [33, 39, 'HEALTHSTATUS'], [41, 48, 'WORKER'], [49, 57, 'HEALTHSTATUS'], [87, 93, 'FORAGE'], [98, 104, 'FORAGE'], [122, 130, 'EGGCOUNT'], [143, 170, 'HONEYFRAMES']]"
273,"413th family: potential queenless situation, workers managing despite challenges, forage yield moderate, with moderate count of eggs and honey frames slowly filling.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 52, 'WORKER'], [53, 61, 'HEALTHSTATUS'], [82, 88, 'HEALTHSTATUS'], [137, 164, 'HONEYFRAMES']]"
274,"414th family: questionable queenright status, workers exhibit some foraging behavior, reserves of honey and beeswax moderate, with few eggs present and some honey frames capped.","[[14, 26, 'BEE'], [46, 53, 'WORKER'], [67, 75, 'HEALTHSTATUS'], [98, 103, 'BEEPRODUCT'], [108, 115, 'BEEPRODUCT'], [116, 124, 'HEALTHSTATUS'], [131, 139, 'EGGCOUNT'], [157, 176, 'HONEYFRAMES']]"
275,"415th family: queen observed but sluggish, workers managing despite challenges, forage yield moderate, with egg laying slower than usual and honey frames slowly filling.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [80, 86, 'HEALTHSTATUS'], [108, 125, 'EGGCOUNT'], [141, 168, 'HONEYFRAMES']]"
276,"416th family: potential queenless situation, worker population stable but not thriving, forage yield moderate, with few eggs present and few honey frames partially filled.","[[14, 43, 'EGGCOUNT'], [45, 51, 'WORKER'], [63, 69, 'HEALTHSTATUS'], [101, 109, 'HEALTHSTATUS'], [116, 124, 'EGGCOUNT'], [137, 153, 'HONEYFRAMES']]"
277,"417th family: queen laying poorly, worker activity moderate, honey production meeting minimal expectations, with egg laying slower than usual and honey frames not fully stocked.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 41, 'WORKER'], [61, 66, 'BEEPRODUCT'], [78, 106, 'HONEYFRAMES'], [113, 130, 'EGGCOUNT'], [146, 162, 'HONEYFRAMES'], [169, 176, 'HEALTHSTATUS']]"
278,"418th family: queen presence not strong, worker population stable but not thriving, honey production meeting minimal expectations, with moderate count of eggs and honey frames slowly filling.","[[14, 19, 'QUEEN'], [41, 47, 'WORKER'], [59, 65, 'HEALTHSTATUS'], [84, 89, 'BEEPRODUCT'], [101, 129, 'HONEYFRAMES'], [136, 158, 'HEALTHSTATUS'], [163, 190, 'HONEYFRAMES']]"
279,"419th family: questionable queenright status, worker activity moderate, reserves of honey and beeswax moderate, with few eggs present and honey frames slowly filling.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 52, 'WORKER'], [84, 89, 'BEEPRODUCT'], [94, 101, 'BEEPRODUCT'], [102, 110, 'HEALTHSTATUS'], [117, 125, 'EGGCOUNT'], [138, 165, 'HONEYFRAMES']]"
280,"420th family: potential queenless situation, worker activity moderate, satisfactory beeswax and propolis, with lower than expected number of eggs and honey frames underdeveloped.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 51, 'WORKER'], [61, 69, 'HEALTHSTATUS'], [71, 83, 'HEALTHSTATUS'], [84, 91, 'BEEPRODUCT'], [96, 104, 'BEEPRODUCT'], [141, 149, 'EGGCOUNT'], [150, 177, 'HONEYFRAMES']]"
281,"421st family: queen observed but sluggish, workers are somewhat active, adequate nectar and pollen collection, with few eggs present and honey frames slowly filling.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [55, 70, 'HEALTHSTATUS'], [81, 87, 'FORAGE'], [92, 98, 'FORAGE'], [116, 124, 'EGGCOUNT'], [137, 164, 'HONEYFRAMES']]"
282,"422nd family: queen laying poorly, worker activity moderate, satisfactory beeswax and propolis, with egg laying slower than usual and honey frames slowly filling.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 41, 'WORKER'], [51, 59, 'HEALTHSTATUS'], [74, 81, 'BEEPRODUCT'], [86, 94, 'BEEPRODUCT'], [101, 118, 'EGGCOUNT'], [134, 161, 'HONEYFRAMES']]"
283,"423rd family: queen laying poorly, workers exhibit some foraging behavior, reserves of honey and beeswax moderate, with few eggs present and honey frames slowly filling.","[[14, 19, 'QUEEN'], [35, 42, 'WORKER'], [56, 64, 'HEALTHSTATUS'], [87, 92, 'BEEPRODUCT'], [97, 104, 'BEEPRODUCT'], [105, 113, 'HEALTHSTATUS'], [120, 128, 'EGGCOUNT'], [141, 168, 'HONEYFRAMES']]"
284,"424th family: queen observed but sluggish, workers managing despite challenges, honey production meeting minimal expectations, with egg laying slower than usual and some honey frames capped.","[[14, 19, 'QUEEN'], [43, 50, 'WORKER'], [51, 59, 'HEALTHSTATUS'], [80, 85, 'BEEPRODUCT'], [97, 125, 'HONEYFRAMES'], [132, 149, 'EGGCOUNT'], [165, 182, 'HONEYFRAMES'], [183, 189, 'HEALTHSTATUS']]"
285,"425th family: queen observed but sluggish, workers managing despite challenges, forage yield moderate, with egg laying slower than usual and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [93, 101, 'HEALTHSTATUS'], [108, 125, 'EGGCOUNT'], [141, 168, 'HONEYFRAMES']]"
286,"426th family: queen laying poorly, worker population stable but not thriving, honey production meeting minimal expectations, with egg laying slower than usual and some honey frames capped.","[[14, 19, 'QUEEN'], [35, 41, 'WORKER'], [64, 76, 'HEALTHSTATUS'], [78, 83, 'BEEPRODUCT'], [95, 123, 'HONEYFRAMES'], [130, 147, 'EGGCOUNT'], [163, 180, 'HONEYFRAMES'], [181, 187, 'HEALTHSTATUS']]"
287,"427th family: queen observed but sluggish, worker population stable but not thriving, reserves of honey and beeswax moderate, with reduced egg lay and some honey frames capped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 49, 'WORKER'], [98, 103, 'BEEPRODUCT'], [108, 115, 'BEEPRODUCT'], [116, 124, 'HEALTHSTATUS'], [131, 142, 'EGGCOUNT'], [156, 175, 'HONEYFRAMES']]"
288,"428th family: queen presence not strong, workers exhibit some foraging behavior, satisfactory beeswax and propolis, with reduced egg lay and honey frames not fully stocked.","[[14, 19, 'QUEEN'], [41, 48, 'WORKER'], [49, 56, 'HEALTHSTATUS'], [62, 70, 'HEALTHSTATUS'], [81, 105, 'HONEYFRAMES'], [106, 114, 'BEEPRODUCT'], [121, 132, 'EGGCOUNT'], [141, 157, 'HONEYFRAMES']]"
289,"429th family: queen observed but sluggish, workers managing despite challenges, satisfactory beeswax and propolis, with lower than expected number of eggs and few honey frames partially filled.","[[14, 19, 'QUEEN'], [43, 50, 'WORKER'], [68, 78, 'HEALTHSTATUS'], [93, 100, 'BEEPRODUCT'], [105, 113, 'BEEPRODUCT'], [150, 162, 'EGGCOUNT'], [163, 175, 'HONEYFRAMES'], [176, 192, 'HEALTHSTATUS']]"
290,"430th family: potential queenless situation, worker activity moderate, forage yield moderate, with few eggs present and some honey frames capped.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 51, 'WORKER'], [61, 69, 'HEALTHSTATUS'], [84, 92, 'HEALTHSTATUS'], [99, 107, 'EGGCOUNT'], [125, 144, 'HONEYFRAMES']]"
291,"431st family: queen observed but sluggish, worker population stable but not thriving, satisfactory beeswax and propolis, with moderate count of eggs and honey frames slowly filling.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 49, 'WORKER'], [61, 67, 'HEALTHSTATUS'], [99, 106, 'BEEPRODUCT'], [111, 119, 'BEEPRODUCT'], [153, 180, 'HONEYFRAMES']]"
292,"432nd family: questionable queenright status, workers managing despite challenges, forage yield moderate, with few eggs present and few honey frames partially filled.","[[14, 26, 'BEE'], [46, 53, 'WORKER'], [83, 89, 'HEALTHSTATUS'], [111, 119, 'EGGCOUNT'], [132, 148, 'HONEYFRAMES'], [149, 165, 'HEALTHSTATUS']]"
293,"433rd family: queen laying poorly, workers exhibit some foraging behavior, forage yield moderate, with lower than expected number of eggs and some honey frames capped.","[[14, 19, 'QUEEN'], [35, 42, 'WORKER'], [43, 50, 'HEALTHSTATUS'], [133, 141, 'EGGCOUNT'], [142, 159, 'HONEYFRAMES'], [160, 166, 'HEALTHSTATUS']]"
294,"434th family: queen laying poorly, worker activity moderate, forage yield moderate, with egg laying slower than usual and honey frames slowly filling.","[[14, 19, 'QUEEN'], [35, 41, 'WORKER'], [51, 59, 'HEALTHSTATUS'], [74, 82, 'HEALTHSTATUS'], [89, 106, 'EGGCOUNT'], [122, 149, 'HONEYFRAMES']]"
295,"435th family: questionable queenright status, workers managing despite challenges, honey production meeting minimal expectations, with reduced egg lay and honey frames not fully stocked.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [54, 62, 'HEALTHSTATUS'], [83, 88, 'BEEPRODUCT'], [100, 128, 'HONEYFRAMES'], [135, 146, 'EGGCOUNT'], [155, 171, 'HONEYFRAMES']]"
296,"436th family: questionable queenright status, workers exhibit some foraging behavior, honey production meeting minimal expectations, with reduced egg lay and honey frames not fully stocked.","[[14, 26, 'BEE'], [46, 53, 'WORKER'], [54, 61, 'HEALTHSTATUS'], [67, 75, 'HEALTHSTATUS'], [103, 131, 'HONEYFRAMES'], [138, 149, 'EGGCOUNT'], [158, 174, 'HONEYFRAMES']]"
297,"437th family: potential queenless situation, workers managing despite challenges, forage yield moderate, with moderate count of eggs and honey frames underdeveloped.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 52, 'WORKER'], [53, 61, 'HEALTHSTATUS'], [110, 132, 'HEALTHSTATUS'], [137, 164, 'HONEYFRAMES']]"
298,"438th family: questionable queenright status, workers exhibit some foraging behavior, adequate nectar and pollen collection, with egg laying slower than usual and few honey frames partially filled.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [54, 61, 'HEALTHSTATUS'], [95, 101, 'FORAGE'], [106, 112, 'FORAGE'], [130, 147, 'EGGCOUNT'], [163, 179, 'HONEYFRAMES']]"
299,"439th family: queen laying poorly, workers are somewhat active, adequate nectar and pollen collection, with lower than expected number of eggs and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [47, 62, 'HEALTHSTATUS'], [73, 79, 'FORAGE'], [84, 90, 'FORAGE'], [138, 146, 'EGGCOUNT'], [147, 174, 'HONEYFRAMES']]"
300,"440th family: questionable queenright status, workers managing despite challenges, adequate nectar and pollen collection, with moderate count of eggs and honey frames slowly filling.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [92, 98, 'FORAGE'], [103, 109, 'FORAGE'], [127, 149, 'HEALTHSTATUS'], [154, 181, 'HONEYFRAMES']]"
301,"441st family: potential queenless situation, workers are somewhat active, adequate nectar and pollen collection, with moderate count of eggs and few honey frames partially filled.","[[14, 43, 'EGGCOUNT'], [45, 52, 'WORKER'], [83, 89, 'FORAGE'], [94, 100, 'FORAGE'], [145, 148, 'HEALTHSTATUS'], [149, 161, 'HONEYFRAMES'], [162, 178, 'HEALTHSTATUS']]"
302,"442nd family: questionable queenright status, workers are somewhat active, adequate nectar and pollen collection, with few eggs present and honey frames underdeveloped.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [58, 73, 'HEALTHSTATUS'], [84, 90, 'FORAGE'], [95, 101, 'FORAGE'], [119, 127, 'EGGCOUNT'], [140, 167, 'HONEYFRAMES']]"
303,"443rd family: queen observed but sluggish, workers managing despite challenges, adequate nectar and pollen collection, with few eggs present and few honey frames partially filled.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [89, 95, 'FORAGE'], [100, 106, 'FORAGE'], [124, 132, 'EGGCOUNT'], [145, 161, 'HONEYFRAMES'], [162, 178, 'HEALTHSTATUS']]"
304,"444th family: queen presence not strong, worker activity moderate, satisfactory beeswax and propolis, with few eggs present and honey frames not fully stocked.","[[14, 19, 'QUEEN'], [33, 39, 'HEALTHSTATUS'], [41, 47, 'WORKER'], [67, 79, 'HEALTHSTATUS'], [80, 87, 'BEEPRODUCT'], [92, 100, 'BEEPRODUCT'], [107, 115, 'EGGCOUNT'], [128, 144, 'HONEYFRAMES']]"
305,"445th family: queen laying poorly, workers are somewhat active, adequate nectar and pollen collection, with reduced egg lay and few honey frames partially filled.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [73, 79, 'FORAGE'], [84, 90, 'FORAGE'], [108, 119, 'EGGCOUNT'], [128, 144, 'HONEYFRAMES'], [145, 161, 'HEALTHSTATUS']]"
306,"446th family: questionable queenright status, workers exhibit some foraging behavior, adequate nectar and pollen collection, with moderate count of eggs and honey frames underdeveloped.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [67, 75, 'HEALTHSTATUS'], [95, 101, 'FORAGE'], [106, 112, 'FORAGE'], [157, 184, 'HONEYFRAMES']]"
307,"447th family: potential queenless situation, workers are somewhat active, forage yield moderate, with moderate count of eggs and some honey frames capped.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 52, 'WORKER'], [57, 72, 'HEALTHSTATUS'], [102, 124, 'HEALTHSTATUS'], [129, 146, 'HONEYFRAMES']]"
308,"448th family: queen laying poorly, worker activity moderate, forage yield moderate, with few eggs present and honey frames slowly filling.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 41, 'WORKER'], [51, 59, 'HEALTHSTATUS'], [89, 97, 'EGGCOUNT'], [110, 137, 'HONEYFRAMES']]"
309,"449th family: queen laying poorly, worker population stable but not thriving, reserves of honey and beeswax moderate, with egg laying slower than usual and honey frames not fully stocked.","[[14, 19, 'QUEEN'], [35, 41, 'WORKER'], [53, 59, 'HEALTHSTATUS'], [64, 76, 'HEALTHSTATUS'], [90, 95, 'BEEPRODUCT'], [100, 107, 'BEEPRODUCT'], [123, 140, 'EGGCOUNT'], [156, 172, 'HONEYFRAMES']]"
310,"450th family: queen presence not strong, workers managing despite challenges, satisfactory beeswax and propolis, with moderate count of eggs and honey frames not fully stocked.","[[14, 19, 'QUEEN'], [41, 48, 'WORKER'], [49, 57, 'HEALTHSTATUS'], [78, 90, 'HEALTHSTATUS'], [91, 98, 'BEEPRODUCT'], [103, 111, 'BEEPRODUCT'], [145, 150, 'BEEPRODUCT']]"
311,"451st family: potential queenless situation, worker population stable but not thriving, forage yield moderate, with few eggs present and honey frames not fully stocked.","[[14, 43, 'EGGCOUNT'], [45, 51, 'WORKER'], [74, 86, 'HEALTHSTATUS'], [116, 124, 'EGGCOUNT'], [137, 153, 'HONEYFRAMES'], [160, 167, 'HEALTHSTATUS']]"
312,"452nd family: potential queenless situation, worker activity moderate, reserves of honey and beeswax moderate, with egg laying slower than usual and honey frames slowly filling.","[[14, 43, 'EGGCOUNT'], [45, 51, 'WORKER'], [61, 69, 'HEALTHSTATUS'], [83, 88, 'BEEPRODUCT'], [93, 100, 'BEEPRODUCT'], [101, 109, 'HEALTHSTATUS'], [116, 133, 'EGGCOUNT'], [149, 176, 'HONEYFRAMES']]"
313,"453rd family: queen observed but sluggish, worker activity moderate, forage yield moderate, with egg laying slower than usual and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 49, 'WORKER'], [82, 90, 'HEALTHSTATUS'], [97, 114, 'EGGCOUNT'], [130, 157, 'HONEYFRAMES']]"
314,"454th family: queen observed but sluggish, workers are somewhat active, forage yield moderate, with reduced egg lay and few honey frames partially filled.","[[14, 19, 'QUEEN'], [43, 50, 'WORKER'], [85, 93, 'HEALTHSTATUS'], [100, 111, 'EGGCOUNT'], [120, 136, 'HONEYFRAMES'], [137, 153, 'HEALTHSTATUS']]"
315,"455th family: queen presence not strong, worker activity moderate, forage yield moderate, with few eggs present and few honey frames partially filled.","[[14, 19, 'QUEEN'], [41, 47, 'WORKER'], [57, 65, 'HEALTHSTATUS'], [95, 103, 'EGGCOUNT'], [116, 132, 'HONEYFRAMES'], [133, 149, 'HEALTHSTATUS']]"
316,"456th family: queen observed but sluggish, workers are somewhat active, satisfactory beeswax and propolis, with egg laying slower than usual and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [55, 70, 'HEALTHSTATUS'], [85, 92, 'BEEPRODUCT'], [97, 105, 'BEEPRODUCT'], [112, 129, 'EGGCOUNT'], [145, 172, 'HONEYFRAMES']]"
317,"457th family: questionable queenright status, worker population stable but not thriving, satisfactory beeswax and propolis, with reduced egg lay and few honey frames partially filled.","[[14, 26, 'BEE'], [46, 52, 'WORKER'], [89, 101, 'HEALTHSTATUS'], [102, 109, 'BEEPRODUCT'], [114, 122, 'BEEPRODUCT'], [129, 140, 'EGGCOUNT'], [149, 165, 'HONEYFRAMES'], [166, 182, 'HEALTHSTATUS']]"
318,"458th family: potential queenless situation, workers are somewhat active, honey production meeting minimal expectations, with lower than expected number of eggs and honey frames underdeveloped.","[[14, 43, 'HEALTHSTATUS'], [45, 52, 'WORKER'], [57, 72, 'HEALTHSTATUS'], [74, 79, 'BEEPRODUCT'], [91, 119, 'HONEYFRAMES'], [156, 164, 'EGGCOUNT'], [165, 192, 'HONEYFRAMES']]"
319,"459th family: questionable queenright status, workers are somewhat active, satisfactory beeswax and propolis, with lower than expected number of eggs and honey frames not fully stocked.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [88, 95, 'BEEPRODUCT'], [100, 108, 'BEEPRODUCT'], [145, 153, 'EGGCOUNT'], [154, 170, 'HONEYFRAMES'], [177, 184, 'HEALTHSTATUS']]"
320,"461st family: potential queenless situation, worker population stable but not thriving, adequate nectar and pollen collection, with reduced egg lay and few honey frames partially filled.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 51, 'WORKER'], [74, 86, 'HEALTHSTATUS'], [97, 103, 'FORAGE'], [108, 114, 'FORAGE'], [132, 143, 'EGGCOUNT'], [152, 168, 'HONEYFRAMES'], [169, 185, 'HEALTHSTATUS']]"
321,"462nd family: queen observed but sluggish, workers exhibit some foraging behavior, forage yield moderate, with lower than expected number of eggs and honey frames slowly filling.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [96, 104, 'HEALTHSTATUS'], [150, 177, 'HONEYFRAMES']]"
322,"463rd family: queen laying poorly, worker population stable but not thriving, satisfactory beeswax and propolis, with egg laying slower than usual and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [35, 41, 'WORKER'], [64, 76, 'HEALTHSTATUS'], [78, 90, 'HEALTHSTATUS'], [91, 98, 'BEEPRODUCT'], [103, 111, 'BEEPRODUCT'], [118, 135, 'EGGCOUNT'], [151, 178, 'HONEYFRAMES']]"
323,"464th family: queen presence not strong, worker activity moderate, adequate nectar and pollen collection, with reduced egg lay and some honey frames capped.","[[14, 19, 'QUEEN'], [33, 39, 'HEALTHSTATUS'], [41, 47, 'WORKER'], [57, 65, 'HEALTHSTATUS'], [76, 82, 'FORAGE'], [87, 93, 'FORAGE'], [111, 122, 'EGGCOUNT'], [136, 155, 'HONEYFRAMES']]"
324,"465th family: queen laying poorly, workers are somewhat active, satisfactory beeswax and propolis, with reduced egg lay and some honey frames capped.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [47, 62, 'HEALTHSTATUS'], [77, 84, 'BEEPRODUCT'], [89, 97, 'BEEPRODUCT'], [104, 115, 'EGGCOUNT'], [129, 148, 'HONEYFRAMES']]"
325,"466th family: queen laying poorly, worker population stable but not thriving, satisfactory beeswax and propolis, with moderate count of eggs and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [35, 41, 'WORKER'], [64, 76, 'HEALTHSTATUS'], [91, 98, 'BEEPRODUCT'], [103, 111, 'BEEPRODUCT'], [118, 140, 'HEALTHSTATUS'], [145, 172, 'HONEYFRAMES']]"
326,"467th family: queen laying poorly, workers exhibit some foraging behavior, honey production meeting minimal expectations, with few eggs present and honey frames slowly filling.","[[14, 19, 'QUEEN'], [35, 42, 'WORKER'], [43, 50, 'HEALTHSTATUS'], [56, 64, 'HEALTHSTATUS'], [92, 120, 'HONEYFRAMES'], [127, 135, 'EGGCOUNT'], [148, 175, 'HONEYFRAMES']]"
327,"468th family: potential queenless situation, workers exhibit some foraging behavior, honey production meeting minimal expectations, with few eggs present and honey frames underdeveloped.","[[14, 43, 'HEALTHSTATUS'], [45, 52, 'WORKER'], [66, 74, 'HEALTHSTATUS'], [102, 130, 'HONEYFRAMES'], [137, 145, 'EGGCOUNT'], [158, 185, 'HONEYFRAMES']]"
328,"469th family: queen laying poorly, workers managing despite challenges, adequate nectar and pollen collection, with moderate count of eggs and honey frames slowly filling.","[[14, 19, 'QUEEN'], [20, 33, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [43, 51, 'HEALTHSTATUS'], [81, 87, 'FORAGE'], [92, 98, 'FORAGE'], [143, 170, 'HONEYFRAMES']]"
329,"470th family: potential queenless situation, worker population stable but not thriving, reserves of honey and beeswax moderate, with moderate count of eggs and honey frames underdeveloped.","[[14, 23, 'BEEPRODUCT'], [24, 33, 'BEE'], [45, 51, 'WORKER'], [63, 69, 'HEALTHSTATUS'], [74, 86, 'HEALTHSTATUS'], [100, 105, 'BEEPRODUCT'], [110, 117, 'BEEPRODUCT'], [160, 187, 'HONEYFRAMES']]"
330,"471st family: queen presence not strong, workers exhibit some foraging behavior, adequate nectar and pollen collection, with lower than expected number of eggs and honey frames slowly filling.","[[14, 19, 'QUEEN'], [41, 48, 'WORKER'], [49, 56, 'HEALTHSTATUS'], [62, 70, 'HEALTHSTATUS'], [90, 96, 'FORAGE'], [101, 107, 'FORAGE'], [164, 191, 'HONEYFRAMES']]"
331,"472nd family: questionable queenright status, workers exhibit some foraging behavior, honey production meeting minimal expectations, with lower than expected number of eggs and some honey frames capped.","[[14, 26, 'BEE'], [38, 44, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [54, 61, 'HEALTHSTATUS'], [103, 131, 'HONEYFRAMES'], [168, 176, 'EGGCOUNT'], [177, 194, 'HONEYFRAMES']]"
332,"474th family: potential queenless situation, worker activity moderate, adequate nectar and pollen collection, with egg laying slower than usual and honey frames slowly filling.","[[14, 43, 'HEALTHSTATUS'], [45, 51, 'WORKER'], [61, 69, 'HEALTHSTATUS'], [80, 86, 'FORAGE'], [91, 97, 'FORAGE'], [115, 132, 'EGGCOUNT'], [148, 175, 'HONEYFRAMES']]"
333,"475th family: queen observed but sluggish, workers exhibit some foraging behavior, satisfactory beeswax and propolis, with reduced egg lay and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [64, 72, 'HEALTHSTATUS'], [83, 107, 'HONEYFRAMES'], [108, 116, 'BEEPRODUCT'], [123, 134, 'EGGCOUNT'], [143, 170, 'HONEYFRAMES']]"
334,"476th family: potential queenless situation, worker activity moderate, forage yield moderate, with reduced egg lay and honey frames slowly filling.","[[14, 43, 'HEALTHSTATUS'], [45, 51, 'WORKER'], [61, 69, 'HEALTHSTATUS'], [99, 110, 'EGGCOUNT'], [119, 146, 'HONEYFRAMES']]"
335,"477th family: queen observed but sluggish, worker population stable but not thriving, reserves of honey and beeswax moderate, with egg laying slower than usual and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [43, 49, 'WORKER'], [61, 67, 'HEALTHSTATUS'], [72, 84, 'HEALTHSTATUS'], [98, 103, 'BEEPRODUCT'], [108, 115, 'BEEPRODUCT'], [131, 148, 'EGGCOUNT'], [164, 191, 'HONEYFRAMES']]"
336,"478th family: potential queenless situation, workers are somewhat active, reserves of honey and beeswax moderate, with moderate count of eggs and honey frames slowly filling.","[[45, 52, 'WORKER'], [57, 72, 'HEALTHSTATUS'], [86, 91, 'BEEPRODUCT'], [96, 103, 'BEEPRODUCT'], [104, 112, 'HEALTHSTATUS'], [146, 173, 'HONEYFRAMES']]"
337,"479th family: queen observed but sluggish, workers managing despite challenges, satisfactory beeswax and propolis, with lower than expected number of eggs and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 50, 'WORKER'], [68, 78, 'HEALTHSTATUS'], [93, 100, 'BEEPRODUCT'], [105, 113, 'BEEPRODUCT'], [150, 158, 'EGGCOUNT'], [159, 186, 'HONEYFRAMES']]"
338,"480th family: queen laying poorly, workers are somewhat active, reserves of honey and beeswax moderate, with lower than expected number of eggs and few honey frames partially filled.","[[14, 19, 'QUEEN'], [35, 42, 'WORKER'], [47, 62, 'HEALTHSTATUS'], [76, 81, 'BEEPRODUCT'], [86, 93, 'BEEPRODUCT'], [94, 102, 'HEALTHSTATUS'], [139, 151, 'EGGCOUNT'], [152, 164, 'HONEYFRAMES']]"
339,"481st family: queen observed but sluggish, worker activity moderate, adequate nectar and pollen collection, with moderate count of eggs and honey frames underdeveloped.","[[14, 19, 'QUEEN'], [33, 41, 'HEALTHSTATUS'], [43, 49, 'WORKER'], [78, 84, 'FORAGE'], [89, 95, 'FORAGE'], [113, 135, 'HEALTHSTATUS'], [140, 167, 'HONEYFRAMES']]"
340,"482nd family: questionable queenright status, workers are somewhat active, reserves of honey and beeswax moderate, with moderate count of eggs and honey frames underdeveloped.","[[14, 26, 'BEE'], [46, 53, 'WORKER'], [87, 92, 'BEEPRODUCT'], [97, 104, 'BEEPRODUCT'], [105, 113, 'HEALTHSTATUS'], [120, 142, 'HEALTHSTATUS'], [147, 174, 'HONEYFRAMES']]"
341,"483rd family: potential queenless situation, worker population stable but not thriving, honey production meeting minimal expectations, with lower than expected number of eggs and honey frames underdeveloped.","[[14, 23, 'EGGCOUNT'], [24, 33, 'BEE'], [45, 51, 'WORKER'], [63, 69, 'HEALTHSTATUS'], [74, 86, 'HEALTHSTATUS'], [88, 93, 'BEEPRODUCT'], [105, 133, 'HONEYFRAMES'], [170, 178, 'EGGCOUNT'], [179, 206, 'HONEYFRAMES']]"
